element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name
4,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,False,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,0,0,0,0,0,0,0,80,0,1087445,0,0,4,Kai Havertz
4,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,0,0,0,0,0,0,0,81,285826,1638743,350954,65128,4,Kai Havertz
4,21,5,8,True,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,0,0,0,0,0,0,0,81,63441,1755160,307787,244346,4,Kai Havertz
4,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,0,0,0,0,0,0,0,81,-8676,1804099,301692,310368,4,Kai Havertz
4,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,0,0,0,0,0,0,0,81,-82509,1733362,108350,190859,4,Kai Havertz
4,51,11,6,True,2024-09-28T14:00:00Z,4,2,6,False,90,1,0,0,2,0,0,0,0,0,0,0,25,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,0,0,0,0,0,0,0,82,201708,1961057,419703,217995,4,Kai Havertz
4,61,17,8,True,2024-10-05T14:00:00Z,3,1,7,False,90,1,0,0,1,0,0,0,0,0,0,2,34,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,0,0,0,0,0,0,0,82,177244,2162410,293506,116262,4,Kai Havertz
4,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,4,3.6,3.3,10.0,1.7,1,0.04,0.02,0.06,1.82,0,0,0,0,0,0,0,83,-176824,1980343,105725,282549,4,Kai Havertz
4,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,3,4.4,25.3,17.0,4.7,1,0.17,0.47,0.64,0.85,0,0,0,0,0,0,0,82,-214525,1768961,30424,244949,4,Kai Havertz
4,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,1,0,0,0,4,5.6,11.8,4.0,2.1,1,0.00,0.42,0.42,0.53,0,0,0,0,0,0,0,81,-158755,1625586,45811,204566,4,Kai Havertz
4,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,2,12.0,13.2,2.0,2.7,1,0.00,0.01,0.01,1.28,0,0,0,0,0,0,0,80,-367479,1257354,10408,377887,4,Kai Havertz
4,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,80,-64725,1208258,48399,113124,4,Kai Havertz
4,129,19,6,False,2024-11-30T17:30:00Z,2,5,13,False,90,1,0,0,2,0,0,0,0,0,0,0,28,31.4,4.7,24.0,6.0,1,0.66,0.01,0.67,1.54,0,0,0,0,0,0,0,79,-103897,1106101,20558,124455,4,Kai Havertz
4,131,14,2,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,1,0.25,0.02,0.27,0.22,0,0,0,0,0,0,0,79,5371,1117383,53435,48064,4,Kai Havertz
4,145,9,5,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,1,0,1,0,0,0,0,0,0,0,9,9.8,14.8,19.0,4.4,1,0.34,0.01,0.35,0.16,0,0,0,0,0,0,0,79,-14556,1105305,38362,52918,4,Kai Havertz
4,151,8,2,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,0,8,7.0,26.0,23.0,5.6,1,0.06,0.09,0.15,0.09,0,0,0,0,0,0,0,79,17625,1129192,65418,47793,4,Kai Havertz
4,163,7,6,False,2024-12-21T17:30:00Z,1,5,17,False,57,1,0,0,1,0,0,0,0,0,0,1,34,42.4,13.2,37.0,9.3,1,0.88,0.01,0.89,1.53,0,0,0,0,0,0,0,79,-57800,1072157,19774,77574,4,Kai Havertz
4,171,10,7,True,2024-12-27T20:15:00Z,1,0,18,False,90,1,0,1,0,0,0,0,1,0,0,2,33,42.0,21.0,62.0,12.5,1,1.08,0.08,1.16,0.16,0,0,0,0,0,0,0,79,39449,1119308,93259,53810,4,Kai Havertz
4,182,4,0,False,2025-01-01T17:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,79,24677,1144511,67743,43066,4,Kai Havertz
4,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,79,-128490,1013787,35788,164278,4,Kai Havertz
4,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,1,0,0,0,-8,0.0,3.3,47.0,5.0,1,0.40,0.01,0.41,0.78,0,0,0,0,0,0,0,78,-90975,927592,23441,114416,4,Kai Havertz
4,211,2,7,True,2025-01-18T17:30:00Z,2,2,22,False,90,1,0,0,2,0,0,0,0,0,0,1,27,32.2,17.4,24.0,7.4,1,0.20,0.03,0.23,1.04,0,0,0,0,0,0,0,78,-54128,876123,12760,66888,4,Kai Havertz
4,230,20,2,False,2025-01-25T15:00:00Z,0,1,23,False,90,0,0,1,0,0,0,0,0,0,0,0,-6,7.4,1.4,36.0,4.5,1,0.53,0.00,0.53,0.74,0,0,0,0,0,0,0,78,35507,918025,67389,31882,4,Kai Havertz
4,231,13,12,True,2025-02-02T16:30:00Z,5,1,24,False,89,1,1,0,1,0,0,0,0,0,0,3,44,55.4,14.7,35.0,10.5,1,0.49,0.25,0.74,0.81,0,0,0,0,0,0,0,78,-71641,843600,7003,78644,4,Kai Havertz
4,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,78,-51179,797818,60662,111841,4,Kai Havertz
4,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,78,-71443,727176,230,71673,4,Kai Havertz
4,264,16,0,False,2025-02-26T19:30:00Z,0,0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,78,-23798,704116,101,23899,4,Kai Havertz
4,276,14,0,False,2025-03-09T16:30:00Z,1,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-16726,687549,162,16888,4,Kai Havertz
4,281,6,0,True,2025-03-16T13:30:00Z,1,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-7564,679746,153,7717,4,Kai Havertz
4,291,9,0,True,2025-04-01T18:45:00Z,2,1,30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-7269,673333,174,7443,4,Kai Havertz
4,304,8,0,False,2025-04-05T11:30:00Z,1,1,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-2532,670993,110,2642,4,Kai Havertz
4,311,4,0,True,2025-04-12T16:30:00Z,1,1,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-3202,667796,99,3301,4,Kai Havertz
4,326,10,0,False,2025-04-20T13:00:00Z,0,4,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-3347,664454,113,3460,4,Kai Havertz
4,331,7,0,True,2025-04-23T19:00:00Z,2,2,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-3347,664454,113,3460,4,Kai Havertz
4,341,3,0,True,2025-05-03T16:30:00Z,1,2,35,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-1488,660932,107,1595,4,Kai Havertz
4,354,12,0,False,2025-05-11T15:30:00Z,2,2,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,77,-1507,659447,92,1599,4,Kai Havertz
4,361,15,0,True,2025-05-18T15:30:00Z,1,0,37,False,14,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.1,2.0,0.2,0,0.00,0.01,0.01,0.32,0,0,0,0,0,0,0,77,-638,658938,364,1002,4,Kai Havertz
4,378,17,1,False,2025-05-25T15:00:00Z,1,2,38,False,19,0,0,0,0,0,0,0,0,0,0,0,3,0.2,11.9,8.0,2.0,0,0.14,0.01,0.15,0.00,0,0,0,0,0,0,0,77,51385,714630,54198,2813,4,Kai Havertz
7,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,50,0,25861,0,0,7,Jorge Luiz Frello Filho
7,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,50,-4149,28506,2615,6764,7,Jorge Luiz Frello Filho
7,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-3634,27279,3276,6910,7,Jorge Luiz Frello Filho
7,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,1,0,0,0,0,0.4,1.8,0.0,0.2,1,0.00,0.00,0.00,0.74,0,0,0,0,0,0,0,49,-982,28424,4753,5735,7,Jorge Luiz Frello Filho
7,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-91,29155,2335,2426,7,Jorge Luiz Frello Filho
7,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-1446,28147,1712,3158,7,Jorge Luiz Frello Filho
7,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,60,0,0,0,1,0,0,0,0,0,0,0,17,4.0,19.5,1.0,2.5,1,0.04,0.14,0.18,0.32,0,0,0,0,0,0,0,49,-1641,26952,1256,2897,7,Jorge Luiz Frello Filho
7,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-353,27223,1293,1646,7,Jorge Luiz Frello Filho
7,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-624,26831,699,1323,7,Jorge Luiz Frello Filho
7,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,4,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.3,0.0,0.0,0,0.00,0.01,0.01,0.04,0,0,0,0,0,0,0,48,-724,26406,784,1508,7,Jorge Luiz Frello Filho
7,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-1047,25557,384,1431,7,Jorge Luiz Frello Filho
7,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,45,0,0,0,0,0,0,0,1,0,0,0,3,0.0,13.4,0.0,1.3,1,0.00,0.09,0.09,0.12,0,0,0,0,0,0,0,48,-583,25265,518,1101,7,Jorge Luiz Frello Filho
7,129,19,2,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,15,12.2,3.6,2.0,1.8,1,0.00,0.01,0.01,1.54,0,0,0,0,0,0,0,47,-404,25012,456,860,7,Jorge Luiz Frello Filho
7,131,14,1,True,2024-12-04T20:15:00Z,2,0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,357,25611,1183,826,7,Jorge Luiz Frello Filho
7,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,0,0,1,0,0,0,0,0,0,0,17,10.4,6.7,0.0,1.7,1,0.00,0.04,0.04,0.16,0,0,0,0,0,0,0,47,-46,25660,843,889,7,Jorge Luiz Frello Filho
7,151,8,1,True,2024-12-14T15:00:00Z,0,0,16,False,28,0,0,0,0,0,0,0,0,0,0,0,9,3.6,4.5,0.0,0.8,0,0.00,0.02,0.02,0.00,0,0,0,0,0,0,0,47,455,26423,1388,933,7,Jorge Luiz Frello Filho
7,163,7,0,False,2024-12-21T17:30:00Z,1,5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-310,26258,745,1055,7,Jorge Luiz Frello Filho
7,171,10,0,True,2024-12-27T20:15:00Z,1,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-522,25895,808,1330,7,Jorge Luiz Frello Filho
7,182,4,1,False,2025-01-01T17:30:00Z,1,3,19,False,2,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.0,0.1,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-420,25599,560,980,7,Jorge Luiz Frello Filho
7,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,63,0,0,0,1,0,0,0,0,0,0,0,16,4.4,14.6,0.0,1.9,1,0.00,0.16,0.16,1.35,0,0,0,0,0,0,0,47,-273,25497,786,1059,7,Jorge Luiz Frello Filho
7,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-134,25610,983,1117,7,Jorge Luiz Frello Filho
7,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-212,25502,472,684,7,Jorge Luiz Frello Filho
7,230,20,0,False,2025-01-25T15:00:00Z,0,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-287,25385,569,856,7,Jorge Luiz Frello Filho
7,231,13,0,True,2025-02-02T16:30:00Z,5,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-148,25418,610,758,7,Jorge Luiz Frello Filho
7,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,15,0,0,0,0,0,0,0,1,0,0,0,-1,0.6,0.3,0.0,0.1,0,0.00,0.00,0.00,0.05,0,0,0,0,0,0,0,47,-311,25307,457,768,7,Jorge Luiz Frello Filho
7,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-215,25161,345,560,7,Jorge Luiz Frello Filho
7,264,16,3,False,2025-02-26T19:30:00Z,0,0,27,False,69,0,0,1,0,0,0,0,0,0,0,0,7,1.0,4.8,2.0,0.8,1,0.00,0.04,0.04,0.18,0,0,0,0,0,0,0,47,-242,24986,192,434,7,Jorge Luiz Frello Filho
7,276,14,0,False,2025-03-09T16:30:00Z,1,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-107,24973,235,342,7,Jorge Luiz Frello Filho
7,281,6,0,True,2025-03-16T13:30:00Z,1,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-228,24769,105,333,7,Jorge Luiz Frello Filho
7,291,9,0,True,2025-04-01T18:45:00Z,2,1,30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,47,-172,24692,143,315,7,Jorge Luiz Frello Filho
7,304,8,1,False,2025-04-05T11:30:00Z,1,1,31,False,70,0,0,0,1,0,0,0,1,0,0,0,10,3.8,6.4,2.0,1.2,1,0.00,0.02,0.02,1.09,0,0,0,0,0,0,0,47,-108,24609,71,179,7,Jorge Luiz Frello Filho
7,311,4,2,True,2025-04-12T16:30:00Z,1,1,32,False,90,0,0,0,1,0,0,0,0,0,0,0,11,3.4,12.6,1.0,1.7,1,0.02,0.06,0.08,0.24,0,0,0,0,0,0,0,46,-67,24573,126,193,7,Jorge Luiz Frello Filho
7,326,10,0,False,2025-04-20T13:00:00Z,0,4,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,46,-430,24118,33,463,7,Jorge Luiz Frello Filho
7,331,7,0,True,2025-04-23T19:00:00Z,2,2,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,46,-430,24118,33,463,7,Jorge Luiz Frello Filho
7,341,3,0,True,2025-05-03T16:30:00Z,1,2,35,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,46,-156,23661,10,166,7,Jorge Luiz Frello Filho
7,354,12,0,False,2025-05-11T15:30:00Z,2,2,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,46,-89,23587,46,135,7,Jorge Luiz Frello Filho
7,361,15,1,True,2025-05-18T15:30:00Z,1,0,37,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.22,0,0,0,0,0,0,0,46,11,23629,63,52,7,Jorge Luiz Frello Filho
7,378,17,0,False,2025-05-25T15:00:00Z,1,2,38,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,46,72,23740,123,51,7,Jorge Luiz Frello Filho
8,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,50,0,16779,0,0,8,Jakub Kiwior
8,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,50,-3242,17038,708,3950,8,Jakub Kiwior
8,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-2401,15992,828,3229,8,Jakub Kiwior
8,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-1679,15388,672,2351,8,Jakub Kiwior
8,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,16,0,0,0,1,0,0,0,0,0,0,0,-1,5.2,0.0,0.0,0.5,0,0.00,0.00,0.00,0.99,0,0,0,0,0,0,0,49,-747,15120,390,1137,8,Jakub Kiwior
8,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-175,15474,948,1123,8,Jakub Kiwior
8,61,17,1,True,2024-10-05T14:00:00Z,3,1,7,False,1,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,0,0.00,0.00,0.00,0.04,0,0,0,0,0,0,0,48,395,16462,1626,1231,8,Jakub Kiwior
8,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,43,0,0,0,2,0,0,0,0,0,0,0,-4,3.0,0.2,0.0,0.3,0,0.00,0.00,0.00,1.69,0,0,0,0,0,0,0,48,-679,16198,557,1236,8,Jakub Kiwior
8,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,36,0,0,0,1,0,0,0,0,0,0,0,-1,5.6,0.5,0.0,0.6,0,0.00,0.00,0.00,0.45,0,0,0,0,0,0,0,48,-274,16194,482,756,8,Jakub Kiwior
8,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,567,17175,1434,867,8,Jakub Kiwior
8,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-830,16531,288,1118,8,Jakub Kiwior
8,111,16,1,True,2024-11-23T15:00:00Z,3,0,12,False,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.06,0,0,0,0,0,0,0,48,-257,16644,436,693,8,Jakub Kiwior
8,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,45,0,0,0,0,0,0,0,0,0,0,0,3,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.84,0,0,0,0,0,0,0,48,-233,16587,255,488,8,Jakub Kiwior
8,131,14,6,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,29,11.6,10.5,0.0,2.2,1,0.00,0.00,0.00,0.22,0,0,0,0,0,0,0,48,-236,16532,268,504,8,Jakub Kiwior
8,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,8,11.4,2.2,0.0,1.4,1,0.00,0.03,0.03,0.16,0,0,0,0,0,0,0,48,2087,19127,2521,434,8,Jakub Kiwior
8,151,8,0,True,2024-12-14T15:00:00Z,0,0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,8702,28525,9785,1083,8,Jakub Kiwior
8,163,7,0,False,2024-12-21T17:30:00Z,1,5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-3503,24950,1307,4810,8,Jakub Kiwior
8,171,10,0,True,2024-12-27T20:15:00Z,1,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-2639,22623,751,3390,8,Jakub Kiwior
8,182,4,0,False,2025-01-01T17:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-1703,21090,302,2005,8,Jakub Kiwior
8,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-1238,20135,497,1735,8,Jakub Kiwior
8,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-934,19503,330,1264,8,Jakub Kiwior
8,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-500,19164,163,663,8,Jakub Kiwior
8,230,20,0,False,2025-01-25T15:00:00Z,0,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-283,19135,434,717,8,Jakub Kiwior
8,231,13,0,True,2025-02-02T16:30:00Z,5,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-432,18957,212,644,8,Jakub Kiwior
8,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-138,19154,440,578,8,Jakub Kiwior
8,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-121,19190,259,380,8,Jakub Kiwior
