element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name
20,171,10,1,True,2024-12-27T20:15:00Z,1,0,18,False,3,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.3,0.0,0.5,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,50,330,93394,4946,4616,20,Thomas Partey
20,182,4,5,False,2025-01-01T17:30:00Z,1,3,19,False,90,0,1,0,1,0,0,0,0,0,0,0,26,23.0,5.8,14.0,4.3,1,0.10,0.06,0.16,0.29,0,0,0,0,0,0,0,50,-3549,89874,1778,5327,20,Thomas Partey
20,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,10,10.6,2.0,6.0,1.9,1,0.09,0.03,0.12,1.52,0,0,0,0,0,0,0,50,75,90578,4702,4627,20,Thomas Partey
20,201,18,2,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,0,0,0,0,16,16.2,18.2,2.0,3.6,1,0.07,0.11,0.18,0.78,0,0,0,0,0,0,0,50,-2644,88255,2967,5611,20,Thomas Partey
20,211,2,2,True,2025-01-18T17:30:00Z,2,2,22,False,90,0,0,0,2,0,0,0,0,0,0,0,17,13.0,33.8,4.0,5.1,1,0.00,0.29,0.29,1.04,0,0,0,0,0,0,0,50,-2518,85986,1726,4244,20,Thomas Partey
20,230,20,3,False,2025-01-25T15:00:00Z,0,1,23,False,90,0,0,1,0,0,0,0,0,0,0,0,14,13.4,5.3,3.0,2.2,1,0.03,0.02,0.05,0.74,0,0,0,0,0,0,0,50,-2336,84002,2224,4560,20,Thomas Partey
20,231,13,8,True,2025-02-02T16:30:00Z,5,1,24,False,90,1,0,0,1,0,0,0,0,0,0,1,38,53.6,12.8,7.0,7.3,1,0.05,0.02,0.07,0.81,0,0,0,0,0,0,0,49,-2254,81889,1503,3757,20,Thomas Partey
20,245,11,3,False,2025-02-15T12:30:00Z,0,2,25,False,74,0,0,1,0,0,0,0,0,0,0,0,13,7.6,3.2,3.0,1.4,1,0.04,0.04,0.08,0.17,0,0,0,0,0,0,0,49,5726,88701,8348,2622,20,Thomas Partey
20,251,19,1,True,2025-02-22T15:00:00Z,0,1,26,False,90,0,0,0,1,0,0,0,1,0,0,0,16,21.6,28.1,0.0,5.0,1,0.00,0.40,0.40,1.07,0,0,0,0,0,0,0,49,2786,91557,5752,2966,20,Thomas Partey
20,264,16,1,False,2025-02-26T19:30:00Z,0,0,27,False,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,1.0,0.1,0,0.06,0.00,0.06,0.10,0,0,0,0,0,0,0,49,-1289,90383,2283,3572,20,Thomas Partey
20,276,14,2,False,2025-03-09T16:30:00Z,1,1,28,False,75,0,0,0,1,0,0,0,0,0,0,0,14,14.6,27.0,2.0,4.4,1,0.02,0.07,0.09,0.91,0,0,0,0,0,0,0,49,-2300,88356,1532,3832,20,Thomas Partey
20,281,6,2,True,2025-03-16T13:30:00Z,1,0,29,False,90,0,0,1,0,0,0,0,1,0,0,0,7,7.0,1.6,0.0,0.9,1,0.00,0.01,0.01,0.36,0,0,0,0,0,0,0,49,-1002,86437,1047,2049,20,Thomas Partey
20,291,9,2,True,2025-04-01T18:45:00Z,2,1,30,False,90,0,0,0,1,0,0,0,0,0,0,0,14,15.6,3.8,5.0,2.4,1,0.09,0.04,0.13,0.99,0,0,0,0,0,0,0,49,-2102,85557,831,2933,20,Thomas Partey
20,304,8,0,False,2025-04-05T11:30:00Z,1,1,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,-1459,84160,712,2171,20,Thomas Partey
20,311,4,10,True,2025-04-12T16:30:00Z,1,1,32,False,68,1,0,1,0,0,0,0,0,0,0,2,28,42.0,2.7,23.0,6.8,1,0.26,0.03,0.29,0.12,0,0,0,0,0,0,0,49,-1771,82395,733,2504,20,Thomas Partey
20,326,10,0,False,2025-04-20T13:00:00Z,0,4,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,49,7744,91445,9584,1840,20,Thomas Partey
20,331,7,2,True,2025-04-23T19:00:00Z,2,2,33,False,90,0,0,0,2,0,0,0,0,0,0,0,15,13.8,3.8,0.0,1.8,1,0.00,0.02,0.02,1.75,0,0,0,0,0,0,0,49,7744,91445,9584,1840,20,Thomas Partey
20,341,3,2,True,2025-05-03T16:30:00Z,1,2,35,False,90,0,0,0,2,0,0,0,0,0,0,0,10,8.0,5.6,2.0,1.6,1,0.00,0.14,0.14,0.97,0,0,0,0,0,0,0,49,-933,83911,716,1649,20,Thomas Partey
20,354,12,2,False,2025-05-11T15:30:00Z,2,2,36,False,90,0,0,0,2,0,0,0,0,0,0,0,14,14.8,15.3,4.0,3.4,1,0.00,0.23,0.23,2.56,0,0,0,0,0,0,0,49,-1512,82400,733,2245,20,Thomas Partey
20,361,15,3,True,2025-05-18T15:30:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,13,20.6,13.0,40.0,7.4,1,0.24,0.02,0.26,1.86,0,0,0,0,0,0,0,49,-432,82119,675,1107,20,Thomas Partey
20,378,17,2,False,2025-05-25T15:00:00Z,1,2,38,False,90,0,0,0,1,0,0,0,0,0,0,0,17,24.4,17.6,7.0,4.9,1,0.03,0.05,0.08,0.63,0,0,0,0,0,0,0,49,-179,82045,1207,1386,20,Thomas Partey
